"","Age","Gender","Impressions","Clicks","Signed_In","CTR","ageGroup","CTRGroup"
"10152",70,"0",1,1,"1",1,"65+","0.8-1.0"
"10176",32,"0",8,1,"1",0.125,"25-34","0.0-0.2"
"10181",17,"0",1,1,"1",1,"18-","0.8-1.0"
"10188",23,"1",4,1,"1",0.25,"18-24","0.2-0.4"
"10220",17,"0",7,2,"1",0.285714285714286,"18-","0.2-0.4"
"10228",46,"0",9,1,"1",0.111111111111111,"45-54","0.0-0.2"
"10236",21,"0",5,1,"1",0.2,"18-24","0.2-0.4"
"10351",15,"1",5,1,"1",0.2,"18-","0.2-0.4"
"10354",72,"1",9,1,"1",0.111111111111111,"65+","0.0-0.2"
"10398",37,"1",5,1,"1",0.2,"35-44","0.2-0.4"
"10402",48,"1",6,1,"1",0.166666666666667,"45-54","0.0-0.2"
"10412",41,"1",4,1,"1",0.25,"35-44","0.2-0.4"
"10416",20,"1",4,1,"1",0.25,"18-24","0.2-0.4"
"10418",51,"0",8,1,"1",0.125,"45-54","0.0-0.2"
"10441",71,"0",3,1,"1",0.333333333333333,"65+","0.2-0.4"
"10469",44,"1",5,1,"1",0.2,"35-44","0.2-0.4"
"10473",21,"0",6,1,"1",0.166666666666667,"18-24","0.0-0.2"
"10474",23,"0",7,1,"1",0.142857142857143,"18-24","0.0-0.2"
"10506",27,"0",8,1,"1",0.125,"25-34","0.0-0.2"
"10507",17,"1",4,1,"1",0.25,"18-","0.2-0.4"
"10516",33,"1",8,1,"1",0.125,"25-34","0.0-0.2"
"10530",21,"1",6,1,"1",0.166666666666667,"18-24","0.0-0.2"
"10603",51,"1",1,1,"1",1,"45-54","0.8-1.0"
"10636",31,"1",7,1,"1",0.142857142857143,"25-34","0.0-0.2"
"10657",74,"1",1,1,"1",1,"65+","0.8-1.0"
"10731",40,"1",5,1,"1",0.2,"35-44","0.2-0.4"
"10733",58,"1",6,1,"1",0.166666666666667,"55-64","0.0-0.2"
"10770",17,"0",4,1,"1",0.25,"18-","0.2-0.4"
"10783",62,"1",7,1,"1",0.142857142857143,"55-64","0.0-0.2"
"10866",17,"1",3,1,"1",0.333333333333333,"18-","0.2-0.4"
"10878",15,"1",4,2,"1",0.5,"18-","0.4-0.6"
"10886",67,"0",6,1,"1",0.166666666666667,"65+","0.0-0.2"
"10900",36,"1",6,2,"1",0.333333333333333,"35-44","0.2-0.4"
"10928",40,"0",9,1,"1",0.111111111111111,"35-44","0.0-0.2"
"10937",28,"1",1,1,"1",1,"25-34","0.8-1.0"
"10957",72,"0",5,1,"1",0.2,"65+","0.2-0.4"
"10961",50,"1",2,1,"1",0.5,"45-54","0.4-0.6"
"10988",54,"0",1,1,"1",1,"45-54","0.8-1.0"
"11018",58,"1",8,1,"1",0.125,"55-64","0.0-0.2"
"11062",52,"0",8,1,"1",0.125,"45-54","0.0-0.2"
"11074",31,"0",5,1,"1",0.2,"25-34","0.2-0.4"
"11087",39,"1",7,1,"1",0.142857142857143,"35-44","0.0-0.2"
"11096",72,"0",3,1,"1",0.333333333333333,"65+","0.2-0.4"
"11120",83,"1",6,1,"1",0.166666666666667,"65+","0.0-0.2"
"11127",20,"0",3,1,"1",0.333333333333333,"18-24","0.2-0.4"
"11142",64,"0",4,1,"1",0.25,"55-64","0.2-0.4"
"11178",12,"1",3,1,"1",0.333333333333333,"18-","0.2-0.4"
"11198",42,"0",6,1,"1",0.166666666666667,"35-44","0.0-0.2"
"11274",59,"0",5,1,"1",0.2,"55-64","0.2-0.4"
"11282",68,"0",2,1,"1",0.5,"65+","0.4-0.6"
"11302",64,"0",8,1,"1",0.125,"55-64","0.0-0.2"
"11315",46,"0",5,1,"1",0.2,"45-54","0.2-0.4"
"11350",58,"0",7,1,"1",0.142857142857143,"55-64","0.0-0.2"
"11382",41,"1",6,1,"1",0.166666666666667,"35-44","0.0-0.2"
"11443",70,"1",4,1,"1",0.25,"65+","0.2-0.4"
"11488",19,"1",8,1,"1",0.125,"18-24","0.0-0.2"
"11509",38,"1",6,1,"1",0.166666666666667,"35-44","0.0-0.2"
"11512",57,"0",5,1,"1",0.2,"55-64","0.2-0.4"
"11528",42,"0",7,1,"1",0.142857142857143,"35-44","0.0-0.2"
"11601",69,"0",6,1,"1",0.166666666666667,"65+","0.0-0.2"
"11603",61,"1",6,1,"1",0.166666666666667,"55-64","0.0-0.2"
"11604",28,"0",7,2,"1",0.285714285714286,"25-34","0.2-0.4"
"11638",17,"0",6,1,"1",0.166666666666667,"18-","0.0-0.2"
"11790",49,"1",7,1,"1",0.142857142857143,"45-54","0.0-0.2"
"11809",61,"0",8,1,"1",0.125,"55-64","0.0-0.2"
"11840",57,"0",4,2,"1",0.5,"55-64","0.4-0.6"
"11845",37,"1",3,1,"1",0.333333333333333,"35-44","0.2-0.4"
"11851",32,"0",8,1,"1",0.125,"25-34","0.0-0.2"
"11866",28,"0",6,1,"1",0.166666666666667,"25-34","0.0-0.2"
"11874",51,"0",5,1,"1",0.2,"45-54","0.2-0.4"
"11926",30,"0",7,1,"1",0.142857142857143,"25-34","0.0-0.2"
"11950",38,"1",5,1,"1",0.2,"35-44","0.2-0.4"
"11968",38,"0",5,1,"1",0.2,"35-44","0.2-0.4"
"12049",59,"1",4,1,"1",0.25,"55-64","0.2-0.4"
"12067",58,"1",3,1,"1",0.333333333333333,"55-64","0.2-0.4"
"12096",41,"1",4,1,"1",0.25,"35-44","0.2-0.4"
"12111",54,"0",3,1,"1",0.333333333333333,"45-54","0.2-0.4"
"12164",67,"0",7,1,"1",0.142857142857143,"65+","0.0-0.2"
"12170",14,"1",4,1,"1",0.25,"18-","0.2-0.4"
"12180",67,"1",5,1,"1",0.2,"65+","0.2-0.4"
"12197",36,"1",6,1,"1",0.166666666666667,"35-44","0.0-0.2"
"12200",36,"0",3,1,"1",0.333333333333333,"35-44","0.2-0.4"
"12210",33,"0",6,1,"1",0.166666666666667,"25-34","0.0-0.2"
"12221",17,"0",8,1,"1",0.125,"18-","0.0-0.2"
"12235",50,"0",7,1,"1",0.142857142857143,"45-54","0.0-0.2"
"12259",59,"0",7,1,"1",0.142857142857143,"55-64","0.0-0.2"
"12294",47,"1",8,1,"1",0.125,"45-54","0.0-0.2"
"12300",18,"0",11,1,"1",0.0909090909090909,"18-","0.0-0.2"
"12328",40,"1",5,1,"1",0.2,"35-44","0.2-0.4"
"12360",16,"1",6,1,"1",0.166666666666667,"18-","0.0-0.2"
"12426",27,"0",5,1,"1",0.2,"25-34","0.2-0.4"
"12460",73,"0",11,1,"1",0.0909090909090909,"65+","0.0-0.2"
"12490",70,"0",4,1,"1",0.25,"65+","0.2-0.4"
"12504",46,"0",7,1,"1",0.142857142857143,"45-54","0.0-0.2"
"12509",42,"0",4,1,"1",0.25,"35-44","0.2-0.4"
"12551",15,"1",7,1,"1",0.142857142857143,"18-","0.0-0.2"
"12598",69,"1",3,1,"1",0.333333333333333,"65+","0.2-0.4"
"12629",33,"0",8,1,"1",0.125,"25-34","0.0-0.2"
"12637",44,"1",3,1,"1",0.333333333333333,"35-44","0.2-0.4"
"12638",33,"0",8,1,"1",0.125,"25-34","0.0-0.2"
"12676",34,"0",6,1,"1",0.166666666666667,"25-34","0.0-0.2"
"12694",57,"0",4,1,"1",0.25,"55-64","0.2-0.4"
"12698",50,"0",9,1,"1",0.111111111111111,"45-54","0.0-0.2"
"12730",15,"0",8,1,"1",0.125,"18-","0.0-0.2"
"12735",40,"0",6,1,"1",0.166666666666667,"35-44","0.0-0.2"
"12749",18,"0",3,1,"1",0.333333333333333,"18-","0.2-0.4"
"12846",61,"1",4,1,"1",0.25,"55-64","0.2-0.4"
"12869",77,"1",5,1,"1",0.2,"65+","0.2-0.4"
"12892",46,"1",4,1,"1",0.25,"45-54","0.2-0.4"
"12898",32,"1",7,1,"1",0.142857142857143,"25-34","0.0-0.2"
"12922",48,"1",5,1,"1",0.2,"45-54","0.2-0.4"
"12923",66,"0",4,1,"1",0.25,"65+","0.2-0.4"
"12934",33,"0",8,1,"1",0.125,"25-34","0.0-0.2"
"12940",20,"1",7,1,"1",0.142857142857143,"18-24","0.0-0.2"
"12964",76,"0",5,1,"1",0.2,"65+","0.2-0.4"
"13006",70,"0",8,1,"1",0.125,"65+","0.0-0.2"
"13028",55,"0",5,1,"1",0.2,"55-64","0.2-0.4"
"13043",35,"0",8,1,"1",0.125,"35-44","0.0-0.2"
"13067",33,"0",5,1,"1",0.2,"25-34","0.2-0.4"
"13074",60,"0",4,1,"1",0.25,"55-64","0.2-0.4"
"13200",55,"1",5,1,"1",0.2,"55-64","0.2-0.4"
"13242",58,"1",4,1,"1",0.25,"55-64","0.2-0.4"
"13253",38,"1",11,1,"1",0.0909090909090909,"35-44","0.0-0.2"
"13303",21,"1",6,1,"1",0.166666666666667,"18-24","0.0-0.2"
"13305",17,"0",5,2,"1",0.4,"18-","0.4-0.6"
"13325",59,"0",8,1,"1",0.125,"55-64","0.0-0.2"
"13382",59,"1",12,1,"1",0.0833333333333333,"55-64","0.0-0.2"
"13383",41,"0",5,1,"1",0.2,"35-44","0.2-0.4"
"13387",75,"0",7,1,"1",0.142857142857143,"65+","0.0-0.2"
"13466",19,"1",3,1,"1",0.333333333333333,"18-24","0.2-0.4"
"13491",38,"1",4,1,"1",0.25,"35-44","0.2-0.4"
"13494",38,"0",4,1,"1",0.25,"35-44","0.2-0.4"
"13577",57,"0",8,1,"1",0.125,"55-64","0.0-0.2"
"13627",36,"0",4,1,"1",0.25,"35-44","0.2-0.4"
"13635",22,"1",8,1,"1",0.125,"18-24","0.0-0.2"
"13687",39,"1",9,1,"1",0.111111111111111,"35-44","0.0-0.2"
"13715",35,"1",6,1,"1",0.166666666666667,"35-44","0.0-0.2"
"13729",36,"1",9,1,"1",0.111111111111111,"35-44","0.0-0.2"
"13752",19,"0",4,1,"1",0.25,"18-24","0.2-0.4"
"13754",22,"0",10,1,"1",0.1,"18-24","0.0-0.2"
"13755",61,"0",8,1,"1",0.125,"55-64","0.0-0.2"
"13772",43,"0",8,1,"1",0.125,"35-44","0.0-0.2"
"13806",63,"0",3,1,"1",0.333333333333333,"55-64","0.2-0.4"
"13816",40,"1",5,1,"1",0.2,"35-44","0.2-0.4"
"13827",73,"0",7,1,"1",0.142857142857143,"65+","0.0-0.2"
"13876",77,"0",3,1,"1",0.333333333333333,"65+","0.2-0.4"
"13914",22,"1",7,1,"1",0.142857142857143,"18-24","0.0-0.2"
"13989",26,"1",5,1,"1",0.2,"25-34","0.2-0.4"
"14005",14,"1",8,1,"1",0.125,"18-","0.0-0.2"
"14019",30,"0",6,1,"1",0.166666666666667,"25-34","0.0-0.2"
"14020",56,"0",6,1,"1",0.166666666666667,"55-64","0.0-0.2"
"14024",79,"0",6,1,"1",0.166666666666667,"65+","0.0-0.2"
"14049",58,"0",7,1,"1",0.142857142857143,"55-64","0.0-0.2"
"14093",36,"0",3,1,"1",0.333333333333333,"35-44","0.2-0.4"
"14117",31,"1",5,1,"1",0.2,"25-34","0.2-0.4"
"14132",53,"1",4,1,"1",0.25,"45-54","0.2-0.4"
"14159",62,"0",7,1,"1",0.142857142857143,"55-64","0.0-0.2"
"14228",79,"0",6,1,"1",0.166666666666667,"65+","0.0-0.2"
"14231",60,"0",8,1,"1",0.125,"55-64","0.0-0.2"
"14258",76,"1",5,1,"1",0.2,"65+","0.2-0.4"
"14291",36,"1",9,1,"1",0.111111111111111,"35-44","0.0-0.2"
"14296",46,"1",7,1,"1",0.142857142857143,"45-54","0.0-0.2"
"14365",32,"1",4,1,"1",0.25,"25-34","0.2-0.4"
"14372",58,"0",7,1,"1",0.142857142857143,"55-64","0.0-0.2"
"14373",85,"1",12,1,"1",0.0833333333333333,"65+","0.0-0.2"
"14381",55,"1",2,1,"1",0.5,"55-64","0.4-0.6"
"14397",37,"0",3,1,"1",0.333333333333333,"35-44","0.2-0.4"
"14403",71,"0",7,1,"1",0.142857142857143,"65+","0.0-0.2"
"14407",59,"1",6,1,"1",0.166666666666667,"55-64","0.0-0.2"
"14419",20,"0",9,1,"1",0.111111111111111,"18-24","0.0-0.2"
"14424",69,"0",12,1,"1",0.0833333333333333,"65+","0.0-0.2"
"14426",31,"0",2,1,"1",0.5,"25-34","0.4-0.6"
"14428",59,"1",5,1,"1",0.2,"55-64","0.2-0.4"
"14478",19,"1",5,1,"1",0.2,"18-24","0.2-0.4"
"14485",59,"1",5,1,"1",0.2,"55-64","0.2-0.4"
"14486",70,"1",8,1,"1",0.125,"65+","0.0-0.2"
"14515",16,"1",6,1,"1",0.166666666666667,"18-","0.0-0.2"
"14602",17,"0",6,1,"1",0.166666666666667,"18-","0.0-0.2"
"14632",33,"0",5,1,"1",0.2,"25-34","0.2-0.4"
"14640",52,"0",6,1,"1",0.166666666666667,"45-54","0.0-0.2"
"14673",70,"0",6,2,"1",0.333333333333333,"65+","0.2-0.4"
"14689",21,"0",6,1,"1",0.166666666666667,"18-24","0.0-0.2"
"14715",29,"0",10,1,"1",0.1,"25-34","0.0-0.2"
"14719",15,"0",9,1,"1",0.111111111111111,"18-","0.0-0.2"
"14729",33,"1",3,1,"1",0.333333333333333,"25-34","0.2-0.4"
"14817",75,"1",10,1,"1",0.1,"65+","0.0-0.2"
"14850",46,"0",7,1,"1",0.142857142857143,"45-54","0.0-0.2"
"14864",16,"1",6,1,"1",0.166666666666667,"18-","0.0-0.2"
"14872",33,"1",9,1,"1",0.111111111111111,"25-34","0.0-0.2"
"14913",86,"1",5,1,"1",0.2,"65+","0.2-0.4"
"14914",52,"1",3,1,"1",0.333333333333333,"45-54","0.2-0.4"
"14937",62,"0",5,1,"1",0.2,"55-64","0.2-0.4"
"14939",10,"0",5,1,"1",0.2,"18-","0.2-0.4"
"14947",50,"1",8,1,"1",0.125,"45-54","0.0-0.2"
"15034",52,"1",7,1,"1",0.142857142857143,"45-54","0.0-0.2"
"15099",70,"0",7,1,"1",0.142857142857143,"65+","0.0-0.2"
"15118",28,"0",7,1,"1",0.142857142857143,"25-34","0.0-0.2"
"15222",71,"0",4,1,"1",0.25,"65+","0.2-0.4"
"15269",17,"0",4,2,"1",0.5,"18-","0.4-0.6"
"15276",17,"0",9,1,"1",0.111111111111111,"18-","0.0-0.2"
"15362",20,"1",7,1,"1",0.142857142857143,"18-24","0.0-0.2"
"15367",39,"1",4,1,"1",0.25,"35-44","0.2-0.4"
"15396",53,"1",4,1,"1",0.25,"45-54","0.2-0.4"
"15433",33,"0",14,1,"1",0.0714285714285714,"25-34","0.0-0.2"
"15451",50,"1",3,1,"1",0.333333333333333,"45-54","0.2-0.4"
"15462",63,"0",3,1,"1",0.333333333333333,"55-64","0.2-0.4"
"15465",53,"1",5,1,"1",0.2,"45-54","0.2-0.4"
"15473",17,"1",5,1,"1",0.2,"18-","0.2-0.4"
"15489",58,"1",5,1,"1",0.2,"55-64","0.2-0.4"
"15497",31,"1",6,2,"1",0.333333333333333,"25-34","0.2-0.4"
"15563",62,"1",3,1,"1",0.333333333333333,"55-64","0.2-0.4"
"15577",34,"0",8,1,"1",0.125,"25-34","0.0-0.2"
"15582",17,"1",7,1,"1",0.142857142857143,"18-","0.0-0.2"
"15595",43,"1",8,1,"1",0.125,"35-44","0.0-0.2"
"15613",77,"1",8,1,"1",0.125,"65+","0.0-0.2"
"15653",19,"0",7,1,"1",0.142857142857143,"18-24","0.0-0.2"
"15661",29,"0",8,1,"1",0.125,"25-34","0.0-0.2"
"15747",44,"1",7,1,"1",0.142857142857143,"35-44","0.0-0.2"
"15863",59,"1",8,1,"1",0.125,"55-64","0.0-0.2"
"15865",11,"0",3,1,"1",0.333333333333333,"18-","0.2-0.4"
"15875",28,"0",8,1,"1",0.125,"25-34","0.0-0.2"
"15880",68,"0",6,1,"1",0.166666666666667,"65+","0.0-0.2"
"15890",31,"0",5,1,"1",0.2,"25-34","0.2-0.4"
"15913",51,"0",8,2,"1",0.25,"45-54","0.2-0.4"
"15925",46,"0",5,1,"1",0.2,"45-54","0.2-0.4"
"15932",63,"1",5,1,"1",0.2,"55-64","0.2-0.4"
"15969",63,"0",5,1,"1",0.2,"55-64","0.2-0.4"
"15972",22,"0",3,1,"1",0.333333333333333,"18-24","0.2-0.4"
"16022",50,"1",9,1,"1",0.111111111111111,"45-54","0.0-0.2"
"16024",73,"1",6,1,"1",0.166666666666667,"65+","0.0-0.2"
"16041",67,"0",3,1,"1",0.333333333333333,"65+","0.2-0.4"
"16137",14,"1",5,1,"1",0.2,"18-","0.2-0.4"
"16144",63,"0",5,1,"1",0.2,"55-64","0.2-0.4"
"16238",17,"1",4,1,"1",0.25,"18-","0.2-0.4"
"16246",17,"1",3,1,"1",0.333333333333333,"18-","0.2-0.4"
"16305",24,"0",4,1,"1",0.25,"18-24","0.2-0.4"
"16345",39,"0",8,1,"1",0.125,"35-44","0.0-0.2"
"16365",63,"1",6,1,"1",0.166666666666667,"55-64","0.0-0.2"
"16367",66,"1",6,1,"1",0.166666666666667,"65+","0.0-0.2"
"16371",59,"0",6,1,"1",0.166666666666667,"55-64","0.0-0.2"
"16421",38,"1",6,1,"1",0.166666666666667,"35-44","0.0-0.2"
"16444",47,"1",8,1,"1",0.125,"45-54","0.0-0.2"
"16463",77,"1",13,1,"1",0.0769230769230769,"65+","0.0-0.2"
"16488",40,"1",3,1,"1",0.333333333333333,"35-44","0.2-0.4"
"16493",56,"0",5,1,"1",0.2,"55-64","0.2-0.4"
"16504",46,"0",4,1,"1",0.25,"45-54","0.2-0.4"
"16514",74,"0",3,1,"1",0.333333333333333,"65+","0.2-0.4"
"16524",44,"1",6,1,"1",0.166666666666667,"35-44","0.0-0.2"
"16639",62,"1",7,1,"1",0.142857142857143,"55-64","0.0-0.2"
"16652",56,"0",6,1,"1",0.166666666666667,"55-64","0.0-0.2"
"16694",52,"0",5,1,"1",0.2,"45-54","0.2-0.4"
"16695",41,"1",14,1,"1",0.0714285714285714,"35-44","0.0-0.2"
"16697",65,"0",5,1,"1",0.2,"65+","0.2-0.4"
"16711",22,"1",4,1,"1",0.25,"18-24","0.2-0.4"
"16739",23,"0",6,1,"1",0.166666666666667,"18-24","0.0-0.2"
"16764",29,"1",8,1,"1",0.125,"25-34","0.0-0.2"
"16791",26,"0",8,2,"1",0.25,"25-34","0.2-0.4"
"16809",60,"1",1,1,"1",1,"55-64","0.8-1.0"
"16868",40,"1",5,1,"1",0.2,"35-44","0.2-0.4"
"16888",63,"0",5,1,"1",0.2,"55-64","0.2-0.4"
"16908",61,"0",3,1,"1",0.333333333333333,"55-64","0.2-0.4"
"17028",43,"1",6,1,"1",0.166666666666667,"35-44","0.0-0.2"
"17048",62,"1",7,1,"1",0.142857142857143,"55-64","0.0-0.2"
"17055",77,"0",3,1,"1",0.333333333333333,"65+","0.2-0.4"
"17060",36,"0",5,1,"1",0.2,"35-44","0.2-0.4"
"17116",21,"1",7,1,"1",0.142857142857143,"18-24","0.0-0.2"
"17119",31,"0",8,1,"1",0.125,"25-34","0.0-0.2"
"17141",18,"1",2,1,"1",0.5,"18-","0.4-0.6"
"17271",42,"1",5,1,"1",0.2,"35-44","0.2-0.4"
"17366",55,"1",8,1,"1",0.125,"55-64","0.0-0.2"
"17373",16,"0",7,1,"1",0.142857142857143,"18-","0.0-0.2"
"17386",62,"1",3,1,"1",0.333333333333333,"55-64","0.2-0.4"
"17399",18,"1",8,1,"1",0.125,"18-","0.0-0.2"
"17421",27,"1",8,1,"1",0.125,"25-34","0.0-0.2"
"17482",21,"1",7,1,"1",0.142857142857143,"18-24","0.0-0.2"
"17510",40,"0",7,1,"1",0.142857142857143,"35-44","0.0-0.2"
"17518",18,"1",4,1,"1",0.25,"18-","0.2-0.4"
"17546",23,"0",6,1,"1",0.166666666666667,"18-24","0.0-0.2"
"17608",56,"1",6,1,"1",0.166666666666667,"55-64","0.0-0.2"
"17640",37,"1",6,1,"1",0.166666666666667,"35-44","0.0-0.2"
"17643",51,"0",5,1,"1",0.2,"45-54","0.2-0.4"
"17695",39,"1",3,1,"1",0.333333333333333,"35-44","0.2-0.4"
"17727",57,"0",6,1,"1",0.166666666666667,"55-64","0.0-0.2"
"17750",51,"1",7,1,"1",0.142857142857143,"45-54","0.0-0.2"
"17755",71,"1",5,1,"1",0.2,"65+","0.2-0.4"
"17787",57,"0",5,1,"1",0.2,"55-64","0.2-0.4"
"17890",35,"0",4,1,"1",0.25,"35-44","0.2-0.4"
"17909",22,"0",9,2,"1",0.222222222222222,"18-24","0.2-0.4"
"17913",79,"0",3,1,"1",0.333333333333333,"65+","0.2-0.4"
"17929",43,"0",4,1,"1",0.25,"35-44","0.2-0.4"
"17936",58,"1",6,1,"1",0.166666666666667,"55-64","0.0-0.2"
"17959",63,"0",5,1,"1",0.2,"55-64","0.2-0.4"
"17981",74,"1",6,1,"1",0.166666666666667,"65+","0.0-0.2"
"17989",33,"0",7,1,"1",0.142857142857143,"25-34","0.0-0.2"
"18011",48,"0",6,1,"1",0.166666666666667,"45-54","0.0-0.2"
"18029",10,"1",5,1,"1",0.2,"18-","0.2-0.4"
"18033",43,"1",5,1,"1",0.2,"35-44","0.2-0.4"
"18090",66,"0",13,1,"1",0.0769230769230769,"65+","0.0-0.2"
"18097",66,"0",4,1,"1",0.25,"65+","0.2-0.4"
"18101",43,"1",8,1,"1",0.125,"35-44","0.0-0.2"
"18112",64,"1",7,1,"1",0.142857142857143,"55-64","0.0-0.2"
"18132",48,"1",4,1,"1",0.25,"45-54","0.2-0.4"
"18213",54,"0",6,1,"1",0.166666666666667,"45-54","0.0-0.2"
"18220",69,"1",5,1,"1",0.2,"65+","0.2-0.4"
"18258",76,"1",5,1,"1",0.2,"65+","0.2-0.4"
"18282",43,"1",5,1,"1",0.2,"35-44","0.2-0.4"
"18286",25,"1",9,1,"1",0.111111111111111,"25-34","0.0-0.2"
"18289",38,"0",2,1,"1",0.5,"35-44","0.4-0.6"
"18321",40,"0",11,1,"1",0.0909090909090909,"35-44","0.0-0.2"
"18399",50,"1",6,1,"1",0.166666666666667,"45-54","0.0-0.2"
"18407",47,"0",2,1,"1",0.5,"45-54","0.4-0.6"
"18435",70,"1",4,1,"1",0.25,"65+","0.2-0.4"
"18464",72,"0",5,1,"1",0.2,"65+","0.2-0.4"
"18491",64,"0",9,1,"1",0.111111111111111,"55-64","0.0-0.2"
"18496",67,"0",7,1,"1",0.142857142857143,"65+","0.0-0.2"
"18558",35,"1",6,1,"1",0.166666666666667,"35-44","0.0-0.2"
"18570",30,"1",4,1,"1",0.25,"25-34","0.2-0.4"
"18587",22,"1",7,1,"1",0.142857142857143,"18-24","0.0-0.2"
"18609",33,"1",4,1,"1",0.25,"25-34","0.2-0.4"
"18620",72,"1",8,2,"1",0.25,"65+","0.2-0.4"
"18621",60,"0",10,1,"1",0.1,"55-64","0.0-0.2"
"18658",32,"0",11,1,"1",0.0909090909090909,"25-34","0.0-0.2"
"18673",60,"1",7,1,"1",0.142857142857143,"55-64","0.0-0.2"
"18716",30,"0",4,1,"1",0.25,"25-34","0.2-0.4"
"18740",76,"0",5,1,"1",0.2,"65+","0.2-0.4"
"18755",23,"0",9,1,"1",0.111111111111111,"18-24","0.0-0.2"
"18773",59,"0",8,1,"1",0.125,"55-64","0.0-0.2"
"18777",27,"1",5,1,"1",0.2,"25-34","0.2-0.4"
"18855",59,"1",7,1,"1",0.142857142857143,"55-64","0.0-0.2"
"18857",16,"1",7,2,"1",0.285714285714286,"18-","0.2-0.4"
"18869",61,"1",6,1,"1",0.166666666666667,"55-64","0.0-0.2"
"18917",21,"1",2,1,"1",0.5,"18-24","0.4-0.6"
"18938",52,"0",6,1,"1",0.166666666666667,"45-54","0.0-0.2"
"18998",72,"0",7,2,"1",0.285714285714286,"65+","0.2-0.4"
"18999",60,"1",9,2,"1",0.222222222222222,"55-64","0.2-0.4"
"19047",46,"0",3,1,"1",0.333333333333333,"45-54","0.2-0.4"
"19096",51,"0",5,1,"1",0.2,"45-54","0.2-0.4"
"19111",19,"1",16,1,"1",0.0625,"18-24","0.0-0.2"
"19156",46,"0",5,2,"1",0.4,"45-54","0.4-0.6"
"19303",50,"0",10,1,"1",0.1,"45-54","0.0-0.2"
"19372",37,"0",6,1,"1",0.166666666666667,"35-44","0.0-0.2"
"19375",16,"0",3,1,"1",0.333333333333333,"18-","0.2-0.4"
"19382",74,"1",5,1,"1",0.2,"65+","0.2-0.4"
"19444",58,"0",4,1,"1",0.25,"55-64","0.2-0.4"
"19450",45,"1",8,1,"1",0.125,"45-54","0.0-0.2"
"19466",49,"1",3,1,"1",0.333333333333333,"45-54","0.2-0.4"
"19470",66,"0",6,1,"1",0.166666666666667,"65+","0.0-0.2"
"19494",16,"0",7,1,"1",0.142857142857143,"18-","0.0-0.2"
"19511",68,"0",11,1,"1",0.0909090909090909,"65+","0.0-0.2"
"19535",22,"0",8,1,"1",0.125,"18-24","0.0-0.2"
"19559",61,"1",6,1,"1",0.166666666666667,"55-64","0.0-0.2"
"19577",16,"0",3,1,"1",0.333333333333333,"18-","0.2-0.4"
"19586",53,"0",5,1,"1",0.2,"45-54","0.2-0.4"
"19607",50,"1",2,1,"1",0.5,"45-54","0.4-0.6"
"19611",42,"1",8,1,"1",0.125,"35-44","0.0-0.2"
"19647",27,"1",7,1,"1",0.142857142857143,"25-34","0.0-0.2"
"19653",37,"0",4,1,"1",0.25,"35-44","0.2-0.4"
"19689",63,"1",6,1,"1",0.166666666666667,"55-64","0.0-0.2"
"19690",41,"0",3,1,"1",0.333333333333333,"35-44","0.2-0.4"
"19702",23,"0",4,1,"1",0.25,"18-24","0.2-0.4"
"19714",43,"0",8,1,"1",0.125,"35-44","0.0-0.2"
"19726",58,"1",8,1,"1",0.125,"55-64","0.0-0.2"
"19749",41,"0",5,1,"1",0.2,"35-44","0.2-0.4"
"19755",55,"1",4,1,"1",0.25,"55-64","0.2-0.4"
"19781",30,"1",1,1,"1",1,"25-34","0.8-1.0"
"19782",58,"0",6,1,"1",0.166666666666667,"55-64","0.0-0.2"
"19818",42,"0",6,1,"1",0.166666666666667,"35-44","0.0-0.2"
"19849",62,"0",7,1,"1",0.142857142857143,"55-64","0.0-0.2"
"19880",38,"1",4,1,"1",0.25,"35-44","0.2-0.4"
"19902",39,"1",9,1,"1",0.111111111111111,"35-44","0.0-0.2"
"19914",52,"1",4,1,"1",0.25,"45-54","0.2-0.4"
"19928",79,"1",3,1,"1",0.333333333333333,"65+","0.2-0.4"
"19970",59,"0",8,1,"1",0.125,"55-64","0.0-0.2"
"19987",66,"1",5,1,"1",0.2,"65+","0.2-0.4"
"20010",55,"0",5,1,"1",0.2,"55-64","0.2-0.4"
"20047",13,"1",6,1,"1",0.166666666666667,"18-","0.0-0.2"
"20054",73,"0",7,1,"1",0.142857142857143,"65+","0.0-0.2"
"20059",27,"1",6,1,"1",0.166666666666667,"25-34","0.0-0.2"
"20101",61,"0",4,1,"1",0.25,"55-64","0.2-0.4"
"20160",56,"1",6,1,"1",0.166666666666667,"55-64","0.0-0.2"
"20163",82,"0",4,1,"1",0.25,"65+","0.2-0.4"
"20182",38,"0",8,1,"1",0.125,"35-44","0.0-0.2"
"20197",69,"0",3,1,"1",0.333333333333333,"65+","0.2-0.4"
"20213",50,"1",4,1,"1",0.25,"45-54","0.2-0.4"
"20235",26,"0",7,1,"1",0.142857142857143,"25-34","0.0-0.2"
"20275",28,"1",6,1,"1",0.166666666666667,"25-34","0.0-0.2"
"20304",13,"0",8,1,"1",0.125,"18-","0.0-0.2"
"20503",38,"1",4,1,"1",0.25,"35-44","0.2-0.4"
"20510",52,"1",7,1,"1",0.142857142857143,"45-54","0.0-0.2"
"20541",32,"1",5,1,"1",0.2,"25-34","0.2-0.4"
"20557",49,"1",6,1,"1",0.166666666666667,"45-54","0.0-0.2"
